City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Rwamagana,RW,2022-10-27 19:49:54,-1.9487,30.4347,63.84,87,44,2.33
276,Anadyr,RU,2022-10-27 19:49:55,64.75,177.4833,1.9,84,0,11.18
277,Araouane,ML,2022-10-27 19:49:55,18.9048,-3.5265,86.45,13,2,11.63
278,Cantaura,VE,2022-10-27 19:49:55,9.3057,-64.3584,82.6,74,99,6.8
279,Egvekinot,RU,2022-10-27 19:49:56,66.3167,-179.1667,5.32,82,91,4.43
280,Tabou,CI,2022-10-27 19:49:56,4.423,-7.3528,77.59,86,57,5.03
281,Oktyabrskiy,RU,2022-10-27 19:49:57,54.4815,53.471,29.55,74,100,5.21
282,Ancud,CL,2022-10-27 19:49:57,-41.8697,-73.8203,51.21,95,100,26.49
283,Batsfjord,NO,2022-10-27 19:49:58,70.6345,29.7185,26.53,74,100,6.91
284,Oktyabrskoye,RU,2022-10-27 19:49:58,43.0645,44.7417,48.34,87,100,2.24
285,San Andres,CO,2022-10-27 19:49:58,12.5847,-81.7006,86.02,70,75,6.91
286,Namibe,AO,2022-10-27 19:49:59,-15.1961,12.1522,69.08,78,67,2.89
287,Nalut,LY,2022-10-27 19:49:59,30.3333,10.85,70.72,24,0,11.16
288,Bathsheba,BB,2022-10-27 19:50:00,13.2167,-59.5167,86.61,66,40,21.85
289,Shitanjing,CN,2022-10-27 19:50:00,39.2342,106.3439,45.75,83,85,12.37
290,Kamaishi,JP,2022-10-27 19:50:01,39.2667,141.8833,50.16,77,24,5.44
291,Sosva,RU,2022-10-27 19:50:01,59.1766,61.8558,32.36,65,100,12.75
292,Lingao,CN,2022-10-27 19:50:02,19.9103,109.6859,70.29,87,95,7.31
293,Matara,LK,2022-10-27 19:50:03,5.9485,80.5353,75.54,85,6,3.65
294,Hearst,CA,2022-10-27 19:50:03,49.6835,-83.6665,39.45,50,57,7.4
295,Alyangula,AU,2022-10-27 19:50:04,-13.8483,136.4192,80.65,76,27,8.7
296,Jining,CN,2022-10-27 19:50:05,35.405,116.5814,51.26,79,3,6.13
297,Mineiros,BR,2022-10-27 19:50:05,-17.5694,-52.5511,83.01,43,91,5.61
298,Kongolo,CD,2022-10-27 19:50:06,-5.3833,27.0,71.46,90,100,3.31
299,Searcy,US,2022-10-27 19:49:26,35.2506,-91.7363,67.98,45,0,8.05
300,Comodoro Rivadavia,AR,2022-10-27 19:50:07,-45.8667,-67.5,67.86,26,100,32.21
301,Marrakesh,MA,2022-10-27 19:45:37,31.6315,-8.0083,84.27,20,0,8.05
302,Huntington,US,2022-10-27 19:49:34,38.4193,-82.4452,58.12,55,0,8.05
303,Quatre Cocos,MU,2022-10-27 19:50:08,-20.2078,57.7625,73.51,75,50,9.95
304,Korla,CN,2022-10-27 19:50:09,41.7597,86.1469,49.42,42,3,3.8
305,Haines Junction,CA,2022-10-27 19:50:09,60.7522,-137.5108,24.75,58,100,4.61
306,Puerto Escondido,MX,2022-10-27 19:45:23,15.85,-97.0667,85.64,71,42,6.29
307,Samarai,PG,2022-10-27 19:50:11,-10.6167,150.6667,81.45,72,92,8.81
308,Nieuwpoort,BE,2022-10-27 19:50:11,51.1244,2.7735,65.17,82,75,6.91
309,Arman,RU,2022-10-27 19:50:12,59.7,150.1667,17.91,54,98,5.7
310,Sept-Iles,CA,2022-10-27 19:50:02,50.2001,-66.3821,51.06,63,75,16.11
311,Langenhagen,DE,2022-10-27 19:50:13,52.45,9.75,65.01,83,0,6.91
312,Santa Fe,AR,2022-10-27 19:49:27,-31.6333,-60.7,90.01,24,0,4.0
313,Gazanjyk,TM,2022-10-27 19:50:13,39.2446,55.5154,61.81,45,99,15.84
314,Nabire,ID,2022-10-27 19:50:14,-3.3667,135.4833,75.65,90,97,2.57
315,Gao,ML,2022-10-27 19:50:15,16.6362,1.637,80.28,16,0,13.51
316,Sehithwa,BW,2022-10-27 19:50:15,-20.4667,22.7167,83.41,33,0,4.23
317,Karpathos,GR,2022-10-27 19:50:16,35.507,27.2132,69.76,68,0,19.57
318,Raudeberg,NO,2022-10-27 19:51:16,61.9875,5.1352,53.87,45,83,29.26
319,Along,IN,2022-10-27 19:51:17,28.1667,94.7667,61.29,92,31,1.74
320,Beloha,MG,2022-10-27 19:51:17,-25.1667,45.05,69.98,92,100,4.27
321,Mount Gambier,AU,2022-10-27 19:51:18,-37.8333,140.7667,51.71,93,75,18.41
322,China,MX,2022-10-27 19:51:19,25.7,-99.2333,87.84,46,39,11.01
323,Mogocha,RU,2022-10-27 19:51:19,53.7333,119.7667,22.46,70,50,1.05
324,Bilma,NE,2022-10-27 19:51:19,18.6853,12.9164,76.05,20,0,7.0
325,Deputatskiy,RU,2022-10-27 19:51:20,69.3,139.9,5.68,94,97,7.09
326,Listvyanskiy,RU,2022-10-27 19:51:21,54.4399,83.4984,33.1,98,100,9.89
327,Karratha,AU,2022-10-27 19:51:22,-20.7377,116.8463,70.84,62,0,15.26
328,Kavieng,PG,2022-10-27 19:51:23,-2.5744,150.7967,81.3,80,65,8.41
329,Sao Filipe,CV,2022-10-27 19:51:23,14.8961,-24.4956,81.1,72,7,12.71
330,Metro,ID,2022-10-27 19:51:24,-5.1131,105.3067,74.05,91,100,6.76
331,Kalinovo,RU,2022-10-27 19:51:24,57.1317,60.1464,28.27,72,100,12.41
332,Lanzhou,CN,2022-10-27 19:51:25,36.0564,103.7922,54.46,76,100,1.25
333,Popondetta,PG,2022-10-27 19:51:25,-8.7537,148.2534,73.78,94,100,2.55
334,Frankfort,ZA,2022-10-27 19:49:05,-27.2667,28.4833,59.65,83,97,0.47
335,Hokitika,NZ,2022-10-27 19:51:26,-42.7167,170.9667,54.48,96,100,8.25
336,Nouadhibou,MR,2022-10-27 19:51:27,20.931,-17.0347,73.38,68,54,13.8
337,Mahibadhoo,MV,2022-10-27 19:51:27,3.7833,72.9667,80.47,80,99,8.1
338,Alba Iulia,RO,2022-10-27 19:51:28,46.0667,23.5833,53.8,80,1,0.89
339,Champerico,GT,2022-10-27 19:51:29,14.3,-91.9167,91.94,68,58,5.93
340,Griffith,US,2022-10-27 19:51:29,41.5284,-87.4237,56.3,57,0,9.22
341,Adrar,MR,2022-10-27 19:51:30,20.5022,-10.0711,86.2,10,100,8.9
342,Puerto Colombia,CO,2022-10-27 19:51:30,10.9878,-74.9547,87.89,70,41,9.46
343,Husavik,IS,2022-10-27 19:51:31,66.0449,-17.3389,33.33,85,21,7.31
344,Hirara,JP,2022-10-27 19:51:32,24.8,125.2833,78.85,69,31,20.45
345,Lusambo,CD,2022-10-27 19:51:32,-4.9667,23.45,71.49,96,97,6.15
346,Bennington,US,2022-10-27 19:51:33,42.8781,-73.1968,59.31,48,0,6.91
347,Tacuarembo,UY,2022-10-27 19:51:33,-31.7333,-55.9833,73.13,52,0,10.04
348,Mandalgovi,MN,2022-10-27 19:51:33,45.7625,106.2708,29.23,40,99,4.76
349,Yaval,IN,2022-10-27 19:51:34,21.1667,75.7,71.82,50,0,3.02
350,Pyinmana,MM,2022-10-27 19:51:34,19.7333,96.2167,72.63,91,69,2.68
351,Walvis Bay,NA,2022-10-27 19:51:35,-22.9575,14.5053,60.1,82,0,16.08
352,Begowala,PK,2022-10-27 19:51:35,32.4376,74.2682,69.78,78,0,0.0
353,Silifke,TR,2022-10-27 19:51:36,36.3778,33.9344,72.32,36,0,10.07
354,Ponto Novo,BR,2022-10-27 19:51:36,-10.8628,-40.1336,78.66,67,56,6.49
355,Lagoa,PT,2022-10-27 19:51:37,39.05,-27.9833,62.71,63,76,24.49
356,Malinovoye Ozero,RU,2022-10-27 19:51:37,51.6753,79.7825,33.15,95,100,15.23
357,Sakakah,SA,2022-10-27 19:46:57,29.9697,40.2064,74.77,25,3,10.49
358,Rochegda,RU,2022-10-27 19:51:38,62.8,43.25,31.73,97,96,1.88
359,Ermelo,ZA,2022-10-27 19:51:39,-26.5333,29.9833,55.2,89,70,4.74
360,Ewa Beach,US,2022-10-27 19:51:39,21.3156,-158.0072,83.41,64,0,12.66
361,Kenai,US,2022-10-27 19:51:39,60.5544,-151.2583,12.29,92,75,3.44
362,Contamana,PE,2022-10-27 19:52:40,-7.3333,-75.0167,95.5,40,100,4.32
363,Lalitpur,NP,2022-10-27 19:52:40,27.6667,85.3333,59.38,88,20,2.3
364,Lompoc,US,2022-10-27 19:50:17,34.6391,-120.4579,74.79,50,0,6.91
365,Mananara,MG,2022-10-27 19:52:41,-16.1667,49.7667,69.62,91,89,2.17
366,Skelleftea,SE,2022-10-27 19:52:42,64.7507,20.9528,41.36,100,100,6.91
367,Cagliliog,PH,2022-10-27 19:52:42,13.9016,123.2913,80.28,91,100,16.98
368,Olafsvik,IS,2022-10-27 19:52:43,64.8945,-23.7142,40.91,80,89,11.1
369,Nyurba,RU,2022-10-27 19:52:43,63.2842,118.3319,21.69,95,100,4.12
370,Najran,SA,2022-10-27 19:52:44,17.4924,44.1277,66.85,26,4,0.69
371,Tuni,IN,2022-10-27 19:52:44,17.35,82.55,72.75,84,0,4.41
372,Boa Vista,BR,2022-10-27 19:52:45,2.8197,-60.6733,91.38,52,40,6.91
373,Shizunai,JP,2022-10-27 19:52:45,42.3339,142.3669,51.49,73,100,4.63
374,Inhambane,MZ,2022-10-27 19:52:46,-23.865,35.3833,80.58,83,75,7.0
375,Iqaluit,CA,2022-10-27 19:52:46,63.7506,-68.5145,22.73,73,100,18.41
376,Price,US,2022-10-27 19:52:41,39.5994,-110.8107,48.11,33,0,18.41
377,Plaster Rock,CA,2022-10-27 19:52:47,46.9065,-67.39,55.92,67,2,14.67
378,Starosubkhangulovo,RU,2022-10-27 19:52:47,53.1031,57.4423,24.17,87,73,3.2
379,Honningsvag,NO,2022-10-27 19:52:48,70.9821,25.9704,35.35,64,75,17.27
380,Ilulissat,GL,2022-10-27 19:52:48,69.2167,-51.1,32.94,99,100,11.41
381,Ihosy,MG,2022-10-27 19:52:48,-22.4,46.1167,70.57,78,59,5.73
382,Batagay-Alyta,RU,2022-10-27 19:52:49,67.8006,130.4114,6.53,79,100,7.18
383,Concepcion,CL,2022-10-27 19:50:07,-36.827,-73.0498,60.6,67,40,14.97
384,Airai,TL,2022-10-27 19:52:50,-8.9266,125.4092,61.59,90,100,0.47
385,Muros,ES,2022-10-27 19:52:51,42.7762,-9.0603,68.09,81,93,23.96
386,Corinto,GR,2022-10-27 19:52:51,37.9407,22.9573,71.89,67,11,3.94
387,Bugac,HU,2022-10-27 19:52:51,46.687,19.6807,55.81,87,7,3.24
388,Yukhnov,RU,2022-10-27 19:52:52,54.7444,35.2297,41.49,89,97,2.19
389,Ranong,TH,2022-10-27 19:52:53,9.9658,98.6348,77.09,91,100,3.27
390,Otane,NZ,2022-10-27 19:52:53,-39.8833,176.6333,59.67,70,69,0.6
391,Caruray,PH,2022-10-27 19:52:53,10.3094,119.0128,79.05,88,100,5.88
392,Maua,BR,2022-10-27 19:52:54,-23.6678,-46.4614,91.69,25,47,7.49
393,Puerto Carreno,CO,2022-10-27 19:52:55,6.189,-67.4859,89.58,62,40,4.61
394,Jharsuguda,IN,2022-10-27 19:52:55,21.85,84.0333,66.65,64,0,3.69
395,Mongomo,GQ,2022-10-27 19:52:55,1.6274,11.3135,68.85,99,100,1.9
396,Ampanihy,MG,2022-10-27 19:52:56,-24.7,44.75,70.2,83,95,5.99
397,Stanger,ZA,2022-10-27 19:52:56,-29.3282,31.2895,75.09,67,92,6.8
398,Mamallapuram,IN,2022-10-27 19:52:57,12.6264,80.1722,78.85,80,9,8.34
399,Norman Wells,CA,2022-10-27 19:52:57,65.282,-126.8329,23.04,86,100,4.61
400,Pitimbu,BR,2022-10-27 19:52:58,-7.4706,-34.8086,84.79,74,93,12.17
401,Moctezuma,MX,2022-10-27 19:52:58,29.8,-109.6667,77.27,24,0,13.04
402,Derzhavinsk,KZ,2022-10-27 19:52:59,51.1,66.3167,25.21,79,91,3.18
403,Tadine,NC,2022-10-27 19:53:00,-21.55,167.8833,75.74,79,20,8.61
404,Charters Towers,AU,2022-10-27 19:53:00,-20.1,146.2667,76.51,74,10,1.66
405,Vitim,RU,2022-10-27 19:53:01,59.4511,112.5578,25.48,68,100,6.06
406,Rafraf,TN,2022-10-27 19:53:01,37.1904,10.1837,68.32,54,99,9.93
407,Sibolga,ID,2022-10-27 19:53:02,1.7427,98.7792,75.52,90,100,0.89
408,Garoua,CM,2022-10-27 19:54:02,9.3,13.4,78.87,38,8,1.01
409,Agde,FR,2022-10-27 19:51:29,43.3108,3.4758,67.95,97,100,4.61
410,Surin,TH,2022-10-27 19:54:03,14.8818,103.4936,71.74,88,46,7.0
411,Hohhot,CN,2022-10-27 19:54:04,40.8106,111.6522,35.89,87,0,4.47
412,Otradnoye,RU,2022-10-27 19:54:04,59.7775,30.8181,46.45,95,100,6.46
413,Verkhnyaya Inta,RU,2022-10-27 19:54:05,65.9811,60.3094,28.83,97,100,15.75
414,Dawlatabad,AF,2022-10-27 19:54:07,36.4141,64.9053,59.83,56,10,4.79
415,Fort Nelson,CA,2022-10-27 19:54:07,58.8053,-122.7002,29.79,80,20,4.61
416,Mocuba,MZ,2022-10-27 19:54:08,-16.8392,36.9856,74.1,76,0,4.12
417,Uberaba,BR,2022-10-27 19:50:03,-19.7483,-47.9319,91.98,29,20,12.66
418,Wamba,NG,2022-10-27 19:54:10,8.9333,8.6,75.04,51,48,3.4
419,Clermont,FR,2022-10-27 19:54:11,49.5,2.4167,65.01,67,100,9.66
420,Andros Town,BS,2022-10-27 19:54:11,24.7,-77.7667,82.36,56,0,10.89
421,Lixourion,GR,2022-10-27 19:54:13,38.2019,20.4314,70.14,61,0,3.4
422,Waingapu,ID,2022-10-27 19:54:13,-9.6567,120.2641,78.49,83,100,5.17
423,Nyanguge,TZ,2022-10-27 19:54:14,-2.55,33.2,73.11,67,99,7.72
424,Paratinga,BR,2022-10-27 19:54:14,-12.6906,-43.1842,86.11,40,45,7.76
425,Xichang,CN,2022-10-27 19:54:15,27.8964,102.2634,58.08,87,95,2.53
426,Vao,NC,2022-10-27 19:54:15,-22.6667,167.4833,74.08,81,94,10.78
427,Oriximina,BR,2022-10-27 19:54:16,-1.7656,-55.8661,91.13,49,100,4.25
428,Alice Town,BS,2022-10-27 19:54:17,25.7167,-79.3,79.23,63,0,10.98
429,Kloulklubed,PW,2022-10-27 19:54:17,7.0419,134.2556,82.96,78,100,10.85
430,Otofuke,JP,2022-10-27 19:54:18,42.9917,143.2003,42.91,80,100,1.3
431,Miraflores,MX,2022-10-27 19:54:19,19.2167,-98.8083,76.03,62,89,3.78
432,Hami,CN,2022-10-27 19:54:19,42.8,93.45,51.15,35,100,4.79
433,Kiunga,PG,2022-10-27 19:54:20,-6.1219,141.2906,72.48,99,100,1.86
434,Busayra,JO,2022-10-27 19:54:20,30.7376,35.6078,60.71,42,0,1.95
435,Qandala,SO,2022-10-27 19:54:21,11.472,49.8728,80.37,81,43,5.35
436,Kochi,IN,2022-10-27 19:54:22,9.9399,76.2602,79.02,85,2,3.42
437,Baghdad,IQ,2022-10-27 19:51:11,33.3406,44.4009,73.31,40,75,6.91
438,Pasighat,IN,2022-10-27 19:54:23,28.0667,95.3333,65.93,83,6,3.49
439,Lakes Entrance,AU,2022-10-27 19:51:26,-37.8811,147.981,52.95,84,45,12.8
440,Nantucket,US,2022-10-27 19:54:24,41.2835,-70.0995,66.02,78,3,24.4
441,Fagersta,SE,2022-10-27 19:53:49,60.0042,15.7932,52.45,87,100,10.33
442,Gogrial,SS,2022-10-27 19:54:24,8.5332,28.1004,77.72,48,8,3.74
443,Veraval,IN,2022-10-27 19:54:25,20.9,70.3667,77.92,67,0,6.82
444,Kurilsk,RU,2022-10-27 19:54:25,45.2333,147.8833,44.49,74,64,3.83
445,Dalbandin,PK,2022-10-27 19:54:26,28.8947,64.4101,67.51,29,3,1.59
446,Luanda,AO,2022-10-27 19:52:01,-8.8368,13.2343,78.8,78,40,11.5
447,Capitan Bado,PY,2022-10-27 19:54:27,-23.2667,-55.5333,79.34,66,5,5.46
448,Vostok,RU,2022-10-27 19:54:28,46.4856,135.8833,31.01,99,100,2.1
449,Andenes,NO,2022-10-27 19:54:28,69.3143,16.1194,39.18,75,0,4.61
450,Aklavik,CA,2022-10-27 19:54:29,68.2191,-135.0107,8.6,85,75,9.22
451,Goedereede,NL,2022-10-27 19:54:29,51.8175,3.9806,65.01,84,98,7.0
452,Saldanha,ZA,2022-10-27 19:54:30,-33.0117,17.9442,62.65,83,1,26.06
453,Pionerskiy,RU,2022-10-27 19:54:31,54.9508,20.2275,53.74,87,100,10.42
454,Chapadinha,BR,2022-10-27 19:54:31,-3.7417,-43.3603,90.57,39,74,1.3
455,Aste,IT,2022-10-27 19:55:31,45.7906,11.0961,57.16,85,0,2.71
456,Alugan,PH,2022-10-27 19:55:32,12.2188,125.4808,81.55,87,100,18.39
457,Vondrozo,MG,2022-10-27 19:55:33,-22.8167,47.2833,66.09,90,71,2.66
458,Ola,RU,2022-10-27 19:55:33,59.5833,151.2833,16.11,64,100,4.92
459,Ulagan,RU,2022-10-27 19:55:34,50.6321,87.9563,33.6,73,100,0.74
460,Te Anau,NZ,2022-10-27 19:55:34,-45.4167,167.7167,51.8,96,100,1.05
461,Bundaberg,AU,2022-10-27 19:55:34,-24.85,152.35,69.22,96,0,1.99
462,Fare,PF,2022-10-27 19:55:35,-16.7,-151.0167,79.11,71,98,8.05
463,Verkhoyansk,RU,2022-10-27 19:55:35,67.5447,133.385,5.74,90,59,5.46
464,Abu Zabad,SD,2022-10-27 19:55:36,12.35,29.25,80.51,22,13,9.91
465,Smila,UA,2022-10-27 19:55:37,49.2224,31.8871,50.65,83,100,8.21
466,Narsaq,GL,2022-10-27 19:55:38,60.9167,-46.05,27.01,80,69,5.12
467,Devils Lake,US,2022-10-27 19:55:39,48.1128,-98.8651,57.31,53,0,18.41
468,Shambu,ET,2022-10-27 19:55:40,9.5667,37.1,51.62,86,67,2.51
469,Saskatoon,CA,2022-10-27 19:50:53,52.1168,-106.6345,46.38,52,75,16.11
470,Vanimo,PG,2022-10-27 19:55:41,-2.6741,141.3028,77.36,89,100,4.63
471,Sapa,PH,2022-10-27 19:55:41,5.1544,120.3241,79.29,85,100,7.2
472,Maralal,KE,2022-10-27 19:55:41,1.0968,36.698,62.06,74,90,8.95
473,Bima,ID,2022-10-27 19:55:42,-8.4667,118.7167,76.62,92,100,3.91
474,Alghero,IT,2022-10-27 19:53:43,40.5589,8.3181,62.69,100,0,1.14
475,Kincardine,GB,2022-10-27 19:55:43,56.0667,-3.7167,59.65,93,100,4.85
476,Edea,CM,2022-10-27 19:55:43,3.8,10.1333,74.97,97,100,1.72
477,Kulhudhuffushi,MV,2022-10-27 19:55:44,6.6221,73.07,81.43,70,6,4.21
478,Bay Roberts,CA,2022-10-27 19:55:44,47.5999,-53.2648,65.52,95,100,5.01
479,Margate,GB,2022-10-27 19:55:45,51.3813,1.3862,63.3,88,100,3.0
480,Arys,KZ,2022-10-27 19:55:45,42.4252,68.795,45.91,57,100,9.57
481,Artyom,AZ,2022-10-27 19:55:46,40.4723,50.333,60.94,75,86,9.75
482,Kabanjahe,ID,2022-10-27 19:55:47,3.1001,98.4908,63.59,97,100,2.73
483,Agadez,NE,2022-10-27 19:55:47,19.75,10.25,72.95,17,0,10.69
484,Lares,PR,2022-10-27 19:55:48,18.2947,-66.8771,76.19,94,100,8.55
485,Kropotkin,RU,2022-10-27 19:55:48,45.4375,40.5756,50.59,94,24,9.51
486,Baraki Barak,AF,2022-10-27 19:55:49,33.9675,68.9486,53.04,22,0,3.47
487,Batemans Bay,AU,2022-10-27 19:55:49,-35.7167,150.1833,61.11,65,1,8.9
488,Russell,US,2022-10-27 19:55:50,32.3502,-85.1999,75.4,39,0,7.2
489,Baruun-Urt,MN,2022-10-27 19:55:50,46.6806,113.2792,26.4,43,5,5.28
490,Tete,MZ,2022-10-27 19:55:51,-16.1564,33.5867,95.09,28,20,5.75
491,Chunskiy,RU,2022-10-27 19:55:51,56.0815,99.6342,29.43,62,63,3.0
492,Kampene,CD,2022-10-27 19:55:52,-3.6,26.6667,68.59,99,100,1.92
493,Kuito,AO,2022-10-27 19:55:52,-12.3833,16.9333,62.02,86,100,3.58
494,Meridian,US,2022-10-27 19:55:53,43.6121,-116.3915,51.53,50,0,4.0
495,Ambilobe,MG,2022-10-27 19:55:53,-13.2,49.05,71.78,71,32,4.47
496,Mikhaylovskoye,RU,2022-10-27 19:56:54,51.8239,79.7172,33.15,95,100,15.21
497,Tongren,CN,2022-10-27 19:56:54,27.7172,109.1853,56.05,90,100,3.44
498,Port Keats,AU,2022-10-27 19:56:55,-14.25,129.55,82.35,77,14,11.48
499,Villarrica,PY,2022-10-27 19:56:55,-25.75,-56.4333,79.11,74,47,4.68
500,Karmala,IN,2022-10-27 19:56:55,18.4167,75.2,69.28,57,0,7.72
501,Gander,CA,2022-10-27 19:56:56,48.9682,-54.5906,62.73,93,100,12.66
502,Raymondville,US,2022-10-27 19:56:56,26.4815,-97.7831,82.51,73,100,14.79
503,Gushikawa,JP,2022-10-27 19:56:57,26.3544,127.8686,72.63,69,11,13.15
504,Mgandu,TZ,2022-10-27 19:56:57,-5.95,34.1333,72.1,38,25,12.55
505,Laguna,US,2022-10-27 19:56:57,38.421,-121.4238,72.34,34,0,4.61
506,Marsh Harbour,BS,2022-10-27 19:56:58,26.5412,-77.0636,78.98,68,0,11.12
507,Ambon,ID,2022-10-27 19:56:58,-3.6954,128.1814,75.34,94,40,4.61
508,Eyl,SO,2022-10-27 19:56:59,7.9803,49.8164,78.91,82,23,7.54
509,Osakarovka,KZ,2022-10-27 19:56:59,50.565,72.5692,24.42,78,100,10.04
510,La Trinidad,PH,2022-10-27 19:57:00,16.455,120.5875,60.94,85,100,4.65
511,Cam Ranh,VN,2022-10-27 19:57:00,11.9214,109.1591,76.96,83,40,6.91
512,Kandrian,PG,2022-10-27 19:57:01,-6.2167,149.55,76.59,85,99,3.65
513,Banda,IN,2022-10-27 19:57:01,25.4833,80.3333,72.34,51,0,3.58
514,Sines,PT,2022-10-27 19:57:02,37.9562,-8.8698,68.29,88,100,11.01
515,Diu,IN,2022-10-27 19:57:02,20.7141,70.9822,75.6,61,0,9.28
516,Vestmanna,FO,2022-10-27 19:57:03,62.1564,-7.1664,43.72,100,75,9.22
517,Diamantino,BR,2022-10-27 19:57:03,-14.4086,-56.4461,88.45,49,68,5.03
518,Yerbogachen,RU,2022-10-27 19:57:04,61.2767,108.0108,20.97,95,100,2.59
519,Ponca City,US,2022-10-27 19:57:04,36.707,-97.0856,66.94,41,100,8.01
520,High Level,CA,2022-10-27 19:55:08,58.5169,-117.136,41.11,81,75,18.41
521,Suntar,RU,2022-10-27 19:57:05,62.1444,117.6319,22.96,94,100,3.74
522,Flinders,AU,2022-10-27 19:57:06,-34.5833,150.8552,63.18,63,3,10.0
523,Axim,GH,2022-10-27 19:57:06,4.8699,-2.2405,79.11,85,100,6.04
524,Roblin,CA,2022-10-27 19:57:07,51.23,-101.3565,44.53,56,100,16.84
525,Xining,CN,2022-10-27 19:56:03,36.6167,101.7667,44.19,88,100,0.47
526,El Alto,PE,2022-10-27 19:57:08,-4.2714,-81.2147,71.26,73,58,16.28
527,Mana,GF,2022-10-27 19:57:08,5.6592,-53.7767,82.96,74,100,16.87
528,Sinnamary,GF,2022-10-27 19:57:09,5.3833,-52.95,82.54,73,92,15.77
529,Kieta,PG,2022-10-27 19:57:09,-6.2167,155.6333,79.0,85,32,1.54
530,Klamath Falls,US,2022-10-27 19:55:10,42.2249,-121.7817,51.96,43,64,5.01
531,Weiser,US,2022-10-27 19:57:10,44.251,-116.9693,48.87,61,99,1.99
532,Brezno,SK,2022-10-27 19:57:11,48.8043,19.6363,50.68,94,50,1.59
533,Kailua,US,2022-10-27 19:52:49,21.4022,-157.7394,83.44,71,75,16.11
534,Johi,PK,2022-10-27 19:57:11,26.6921,67.6133,82.22,33,86,3.51
535,Nouakchott,MR,2022-10-27 19:57:12,18.0858,-15.9785,85.93,50,82,13.02
536,Beira,MZ,2022-10-27 19:57:13,-19.8436,34.8389,78.89,83,40,13.0
537,Biala Podlaska,PL,2022-10-27 19:57:13,52.0324,23.1165,51.78,88,97,5.91
538,Yarada,IN,2022-10-27 19:57:14,17.65,83.2667,75.52,94,20,2.3
539,Colares,PT,2022-10-27 19:57:14,38.7992,-9.4469,69.98,99,75,20.0
540,Craig,US,2022-10-27 19:53:48,40.5153,-107.5464,33.42,59,7,3.27
541,Ust-Ilimsk,RU,2022-10-27 19:57:15,58.0006,102.6619,27.46,70,43,4.61
542,Potosi,BO,2022-10-27 19:57:15,-19.5836,-65.7531,65.5,3,2,18.5
543,Thinadhoo,MV,2022-10-27 19:57:16,0.5333,72.9333,82.27,78,75,17.05
544,Naryan-Mar,RU,2022-10-27 19:58:17,67.6713,53.087,23.94,88,95,8.21
545,Borgarnes,IS,2022-10-27 19:58:18,64.5383,-21.9206,37.45,89,46,2.21
546,Aksarka,RU,2022-10-27 19:58:18,66.5606,67.7975,26.8,95,100,11.97
547,Thayetmyo,MM,2022-10-27 19:58:19,19.3167,95.1833,74.07,84,99,4.14
548,Pochutla,MX,2022-10-27 19:58:19,15.7432,-96.4661,88.83,65,76,5.77
549,Chatakonda,IN,2022-10-27 19:58:20,17.55,80.65,68.54,80,0,1.5
550,Weston,US,2022-10-27 19:57:46,26.1004,-80.3998,89.01,58,10,4.0
551,Impfondo,CG,2022-10-27 19:58:22,1.6381,18.0667,72.52,96,100,1.39
552,Santa Adelia,BR,2022-10-27 19:58:22,-21.2428,-48.8042,87.51,28,97,7.2
553,Bafata,GW,2022-10-27 19:58:23,12.1667,-14.75,81.77,64,53,3.27
